요리명,요리재료내용,필수재료
두부조림,[재료] 두부 한모(900g)| 돼지고기 간것 200g정도| 참깨 적당량| 식용유 적당량 [고기양념] 간장 2스푼| 설탕1스푼| 다진마늘 1스푼| 참기름 1스푼| 생강가루 3꼬집정도| 후추가루 톡톡톡 [조림양념] 물 2컵| 간장 4스푼| 설탕 2스푼| 다진마늘 1스푼| 참기름 1스푼| 대파 1/2개,"두부한모,돼지고기간것,참깨,식용유간장,설탕,다진마늘,참기름,생강가루,후추가루톡물,간장,설탕,다진마늘,참기름,대파"
김치전,[재료] 김치| 부침가루| 물| 식용류| 설탕| 참치,"김치,부침가루,물,식용류,설탕,참치"
무생채,[재료] 무 1/4토막| 고추가루 2큰술| 설탕 1큰술| 식초 2큰술| 까나리액젖 1+1/2큰술| 마늘 1큰술| 통깨 약간| 대파 약간,"무,고추가루,설탕,식초,까나리액젓,마늘,통깨,대파"
계란국,[재료] 계란| 파| 멸치,"계란,파,멸치"
어묵볶음,[재료] 어묵| 양파| 당근| 대파 [양념] 간장| 물엿,"어묵,양파,당근,대파"
수육,[재료] 수육용 돼지고기(삼겹살 or 목살) 2인분| 양파 1/2개| 대파 1개| 통마늘 10개| 통후추 50원크기만큼| 월계수잎 큰거 2장| 인스턴트커피(블랙) 1스푼| 된장 크게 1스푼,"수육용돼지고기,양파,대파,통마늘,통후추,월계수잎,인스턴트커피,된장"
깍두기,[재료] 무 2개| 소금 4숟가락| 찹쌀 4숟가락| 물 9컵 [양념] 풀물 1컵| 고추가루 1컵| 다진마늘 2숟가락| 새우젓 2숟가락| 액젓 2숟가락,"무,소금,찹쌀,물"
두부조림,[재료] 두부 2모 [양념] 다진대파 2큰술| 다진마늘 1큰술| 붉은 고추 1/2개| 청양고추 1개| 새우젓 1큰술| 고춧가루 3큰술| 들기름 1큰술| 양조 간장 2큰술| 설탕 2/3큰술| 소금 약간| 생강가루 톡톡| 후춧가루 톡톡톡,두부
유부초밥,[재료] 유부초밥세트 2인분 (14장)| 밥 3~4주걱| [꾸밈재료]| 치즈| 김| 이쑤시개,"유부초밥세트,밥,,치즈,김,이쑤시개"
두부조림,[재료] ?두부 1모| 진간장 4스푼| 고춧가루 1스푼| 올리고당 1.5스푼| 매실액 1스푼| 참기름 1스푼| 다진마늘 1스푼| 물 1/2컵| 다진양파(선택) 조금,"두부,진간장,고춧가루,올리고당,매실액,참기름,다진마늘,물,다진양파"
떡볶이,[재료] 떡 2컵| 어묵 3장| 고추장 1큰술| 고추가루 1큰술| 간장 2큰술| 설탕 2큰술| 다진파 1/2컵| 물 2컵,"떡,어묵,고추장,고추가루,간장,설탕,다진파,물"
무생채,[재료] 무 작은것 1개| 쪽파 혹은 파 약간 [양념] 소금 1/2숟갈| 고춧가루 1+1/2숟갈| 다진마늘 1숟갈| 멸치액젓 2숟갈| 참기름 2숟갈,"무,쪽파혹은파"
멸치볶음,[재료] 잔멸치 300g| 다진 마늘 1스푼 [양념] 설탕 2큰술| 간장 1큰술,"잔멸치,다진마늘"
김치찌개,[재료] 돼지고기(찌개용)| 쌀뜨물| 김치| 양파| 홍고추| 대파| 두부 [양념] 된장| 고춧가루| 다진마늘| 국간장| 새우젓| 생강 조금,"돼지고기,쌀뜨물,김치,양파,홍고추,대파,두부"
두부김치,[재료] 두부 1모| 신김치(잘익은 김치) 1/4포기| 돼지고기(앞다리) 200g| 대파 1/2개| 청양고추 1개| 식용유 조금 [양념] 설탕 1.5큰술| 참기름 1큰술| 고추가루 1큰술| 후추 조금| 깨 조금,"두부,신김치,돼지고기,대파,청양고추,식용유"
부추김치,[재료] 부추| 양파| 당근| 청양고추 [양념] 고춧가루 3스푼| 진간장 1스푼| 멸치액젓 3스푼| 다진마늘 1스푼| 매실액기스 2스푼| 깨,"부추,양파,당근,청양고추"
감자조림,[재료] 감자 2개| 양파 1/4개| 당근 약간| 식용유 [양념] 진간장 1+1/2스푼| 다진 마늘 1/2스푼| 파| 올리고당 or 물엿 1/2스푼| 참기름| 통깨 약간,"감자,양파,당근,식용유"
제육볶음,[재료] 돼지고기 600g| 양퍄 1개| 당근 1/3개| 대파 1뿌리 [양념] 설탕 2큰술| 간장 2큰술| 고춧가루 3큰술| 다진마늘 1/2큰술| 후추 조금,"돼지고기,양퍄,당근,대파"
파김치,[재료] 쪽파 1단 [양념] 물 2/3컵| 밀가루 0.7스푼| 멸치액젓 6스푼| 고춧가루 5스푼| 설탕 1스푼| 통깨 1스푼,쪽파
감자탕,[재료] 돼지등뼈 1마리분| 대파 1대| 들깻잎 조금| 묵은지 1/4쪽| 감자 작은것 5개 [등뼈 삶을 물(없는 재료 생략 가능)] 무 1족| 양파 1개| 대파흰부분 1대| 마른고추 1개| 청양고추 2개| 홍고추 1개| 파뿌리 조금| 생강 1/2쪽| 청주 2큰술| 된장 1큰술| 커피 1t [양념] 매운고추가루 2큰술| 마늘 1.5큰술| 국간장 2큰술| 소금 조금| 들깨가루 4큰술,"돼지등뼈,대파,들깻잎,묵은지,감자,양파,대파흰부분,마른고추,청양고추,홍고추,파뿌리,생강,청주,된장,커피"
도라지무침,[재료] 생도라지 2줌| 소금 약간 [양념재료] 마늘 1/2큰술| 다진파 1큰술| 고추장 2큰술| 고추가루 3큰술| 올리고당 3큰술| 깨 1큰술| 참기름 1/2큰술| 소금 약간| 식초 약간| 설탕 약간,"생도라지,소금"
떡볶이,[재료] 가래떡 2컵| 물 2컵 [양념] 간장 2T| 설탕 3T| 굵은고춧가루 1T| 고운고춧가루 1/2T| 고추장 1T| 대파 1/2개,"가래떡,물"
떡볶이,[재료] 떡볶이떡| 콩나물| 채소| 마늘| 대파 [양념] 고추장| 고춧가루| 간장| 쌀엿,"떡볶이떡,콩나물,채소,마늘,대파"
우엉조림,[재료] 우엉 1대| 굵은소금 1큰술 [양념] 간장 3큰술| 설탕 2큰술| 깨소금 1큰술| 식용유 약간,"우엉,굵은소금"
두부조림,[재료] 두부 1모| 달걀 3개| 식용유 적당량 [소스] 간장 3큰술| 물 1/2컵| 소금 조금| 후추 조금| 양파 1/2개| 다진마늘 약간| 대파 1/2개| 청양고추 1개| 고춧가루 1+1/2큰술| 깨 1/2큰술| 설탕 1큰술,"두부,달걀,식용유간장,물,소금,후추,양파,다진마늘,대파,청양고추,고춧가루,깨,설탕"
잡채,[재료] 당면 3인분| 양파 1개| 당근 1/2개| 시금치 1단| 송이버섯 5개 [양념] 간장 5큰술| 참기름 약간| 소금 약간| 깨 약간,"당면,양파,당근,시금치,송이버섯"
감자조림,[재료] 감자 중 4개(600g)| 들기름 2~3큰술| 고추장 3큰술| 간장 1.5큰술| 다진마늘 1큰술| 설탕 1큰술| 올리고당 1큰술| 물 300ml,"감자중,들기름,고추장,간장,다진마늘,설탕,올리고당,물"
제육볶음,[재료] 돼지목살 600g| 양파 1/2개| 청양고추 2개 [돼지고기 밑간] 맛술 1T| 소금| 후춧가루 약간 [양념장] 고추장 3T| 고춧가루 1T| 간장 1T| 다진마늘 1T| 설탕 1T| 참기름 0.5T| 과일즙 4T,"돼지목살,양파,청양고추,소금,후춧가루"
떡볶이,[재료] 가래떡(or떡국떡) 2컵| 어묵| 대파| 물 [양념] 설탕 1컵| 고춧가루 1컵| 고추장 2/3컵| 진간장 1/2컵| 물 1컵,"가래떡,어묵,대파,물"
콩나물무침,[재료] 콩나물 1봉지| 대파 조금| 땡초 1개 [양념] 소금 2꼬집| 멸치액젓 1티스푼| 참기름 1/2큰술| 통깨 솔솔| 다진마늘 1/2큰술| 고춧가루 2큰술,"콩나물,대파,땡초"
고등어조림,[재료] 생물 고등어(중) 2마리| 물 200ml [양념] 진간장 10스푼| 대파 1개| 다진마늘 1/2스푼| 고춧가루 1스푼| 설탕 1/2스푼| 통깨 1/2스푼| 참기름 약간,"생물고등어,물"
무생채,[재료] 무 1/3정도| 대파썬것 1컵(백세주잔기준) [양념장(백세주잔기준)] 다진마늘 1/3컵| 설탕 1/3컵| 고춧가루 1/2컵| 까나리액젓(작은고랑주잔기준) 1/2컵| 식초 약간| 소금 필요시,"무,대파썬것,설탕,고춧가루,까나리액젓,식초,소금필요시"
깍두기,[무절이기] 무 3개| 굵은소금 1/2컵| 설탕 1/2컵| 나중에 대파 2개| 열무 12뿌리 [밀가루풀 쑤기] 밀가루 3T| 물 2컵 [양념만들기] 꽃소금 2T| 멸치액젓 1/3컵| 새우젓 3T| 간 생강 1T| 간 마늘 1T| 굵은고춧가루 1.5컵| 고운고춧가루 1.5컵,"무,굵은소금,설탕,나중에대파,열무,물,멸치액젓,새우젓,간생강,간마늘,굵은고춧가루,고운고춧가루"
오징어채볶음,[재료] 진미 오징어채 150~180g [양념] 물 2스푼| 고추장 2스푼| 간장 1스푼| 물엿 3스푼| 마요네즈 2스푼| 식용유 약간| 깨소금 약간,진미오징어채
어묵볶음,[재료] 사각어묵 8장| 양파 1개| 당근 1/2개| 대파 1뿌리| 다진마늘 1큰술| 청주 1/2큰술 [양념] 간장 2큰술| 후춧가루 약간| 설탕 2큰술| 고춧가루 1큰술| 물 2큰술,"사각어묵,양파,당근,대파,다진마늘,청주"
새우볶음밥,[재료] 칵테일 새우 10~15개| 파| 당근| 계란 1개 [양념] 굴소스 약간,"칵테일새우,파,당근,계란"
콩나물무침,[재료] 콩나물 천원어치 1봉| 당근| 대파 [양념] 들기름 1T| 참기름 1T| 소금 1T| 설탕 조금| 통깨,"콩나물천원어치,당근,대파"
제육볶음,[재료] 고춧가루3T| 고추장2T| 간장3T| 굴소스2T| 다진마늘1T| 된장 1/5T(살짝만)| 후춧가루 약간| 깨 약간| 설탕 1T,"고춧가루,고추장,간장,굴소스,다진마늘,된장,후춧가루,깨,설탕"
콩나물국,[재료] 콩나물| 대파 [양념] 멸치육수| 소금| 다진마늘| 간장,"콩나물,대파"
더덕구이,[재료] 더덕 4개| 식용유 1스푼 [양념재료] 고추가루 2스푼| 진간장 1스푼| 설탕 1스푼| 물엿 1스푼| 깨 1스푼| 후추가루 1/4스푼| 마늘 1/2스푼| 다진파 1스푼| 맛술 1스푼| 고추장 1스푼| 참기름 1스푼| 물 1스푼,"더덕,식용유"
송편,[재료] 쌀가루 적당량| 단호박가루 약간| 자색고구마가루 약간| 녹차가루 약간| 송편소(통깨나견과류등)| 뜨거운물,"쌀가루,단호박가루,자색고구마가루,녹차가루,송편소,뜨거운물"
깻잎장아찌,[재료] 깻잎 100장 [양념] 간장 12수저| 새우젓국물 3수저| 미림 4수저| 올리고당 2수저| 고추가루 5수저| 마늘 1.5수저| 다진파 1줌| 양파 1개| 당근 1개| 통깨 3수저| 매실엑기스 5수저| 소금 약간 ,깻잎
김치찜,[재료] 돼지목살 4근| 김치 3포기| 고춧가루 1+1/2컵| 마늘 3큰술| 설탕 1컵| 양파 4개| 청양고추 10개| 대파 2| 김칫국물 2컵| 물 2컵,"돼지목살,김치,고춧가루,마늘,설탕,양파,청양고추,대파,김칫국물,물"
메추리알장조림,[재료] 메추리알 2kg| 꽈리고추 [양념] 통마늘| 물 2국그릇| 진간장 2국자| 국간장 1.5국자| 올리고당 1.5국자| 참기름| 참깨,"메추리알,꽈리고추"
김밥,[재료] 계란 4개| 당근 1개 [양념] 소금 적당량| 참기름 조금,"계란,당근"
호박죽,[필수재료] 늙은호박 600g| 단호박 1/2개| 삶은 팥 1cup| 물 1L| 찹쌀가루 1cup [양념재료] 소금 2T| 설탕 4T [선택재료] 호박씨or해바라기씨 약간,"늙은호박,단호박,삶은팥,물,찹쌀가루"
순두부찌개,[재료] 순두부 1팩| 대파 1줄| 바지락 1팩| 돼지고기 1덩이| 후추 약간| 설탕 1/2큰술| 고춧가루 4큰술| 간장 4큰술| 양파 1/2개| 청양고추 2개| 애호박 약간| 다진마늘 1큰술| 물 1~2컵,"순두부,대파,바지락,돼지고기,후추,설탕,고춧가루,간장,양파,청양고추,애호박,다진마늘,물"
오이소박이,[재료] 오이 20개| 부추 1/2단| 천일염 1컵| [양념]| 마늘 3수저| 생강 1/2수저| 새우젓 2수저| 멸치액젓 2수저| 고춧가루 1컵| 매실청 3수저,"오이,부추,천일염,"
두부조림,[재료] 두부 1모(200g)| 양파 1개| 홍고추 1개| 청양고추 1개 [양념] 간장 2큰술| 다진마늘 1큰술| 고춧가루 1큰술| 통깨 1작은술| 육수 1컵,"두부,양파,홍고추,청양고추"
멸치볶음,[재료] 마른잔멸치 1팩| 마늘 5개 [양념] 간장 2큰술| 올리고당 4큰술| 맛술 3큰술| 참기름 2큰술| 후추 약간,"마른잔멸치,마늘"
김치찌개,[재료] 찌개용돼지고기| 김치| 쌀뜨물 700ml| 파 1/2컵| 청양고추 0~2개 [양념] 고춧가루 1~2큰술| 된장 1/2큰술| 국간장 1큰술| 새우젓 1+1/2큰술| 다진마늘 1큰술,"찌개용돼지고기,김치,쌀뜨물,파,청양고추"
갈비찜,[재료] 소갈비 3~4인분| 무 적당히| 당근 1/2개| 새송이버섯 1/2봉지| 양파 1/2개| 청양고추 1개 [양념장] 간장 2컵| 맛술 1컵| 물 2컵| 다진마늘 3큰술| 다진생강 1큰술| 설탕 3큰술| 간사과 1개| 다진파 2줌| 참기름 조금,"소갈비,무,당근,새송이버섯,양파,청양고추"
만두,[재료] 부추 2| 당근 2| 어묵 1장| 양파 2| 떡국떡 3| 표고버섯 4개| 라이스페이퍼 15장| 굴소스 1,"부추,당근,어묵,양파,떡국떡,표고버섯,라이스페이퍼,굴소스"
계란말이,[재료] 계란 3개| 다시물 3T| 무 약간| [다시물]| 물 5C| 다시마(사방5cm) 6개| 가쓰오부시 30g [양념] 설탕 1t| 간장 1/2t| 소금 1/4t,"계란,다시물,무,,물,다시마사방,가쓰오부시"
계란찜,[재료] 계란 6개| 물 1/3컵| 대파 조금 [양념] 설탕 1/2스푼| 소금 1/3스푼| 새우젓 조금| 통깨 조금,"계란,물,대파"
멸치볶음,[재료] 멸치 1공기| 맛술 2큰술| 설탕 2큰술| 견과류 1줌| 참기름 1큰술,"멸치,맛술,설탕,견과류,참기름"
잡채,[재료] 당면 300g| 양파(대) 1/2개| 오이 1/2개| 당근 1/4개| 노란 파프리카 1개| 다홍 파프리카 1개| 데친 시금치 1컵| 목이버섯(표고버섯) 1/2컵| 달걀 1개 [간장소스] 마늘 1T| 흰 파 2T| 홈메이드 맛술(생강술) 1t| 맛간장 2T| 진간장 2T| 설탕 2t [고기볶음] 소고기홍두깨살(잡채용) 200g| 참기름 1t| 다진마늘 1t| 다진 흰 파 1T| 맛간장 1T| 생강술 1t| 꿀 1/2t| 흑후추 적당량 [기타재료] 깨소금 1t| 통깨 적당량| 흑후추 적당량| 볶은 소금 적당량| 다시마 우린 물 1/3컵(15분),"당면,양파,오이,당근,노란파프리카,다홍파프리카,데친시금치,목이버섯,달걀,흰파,홈메이드맛술,맛간장,진간장,설탕,참기름,다진마늘,다진흰파,맛간장,생강술,꿀,흑후추깨소금,통깨,흑후추,볶은소금,다시마우린물"
감자전,[재료] 큰 감자 1개| 베이컨 3줄| 슬라이스치즈 2장| 튀김가루 2T| 파슬리 2꼬집| 소금 2꼬집,"큰감자,베이컨,슬라이스치즈,튀김가루,파슬리,소금"
김치볶음밥,[재료] 김치 1국그릇가득| 베이컨 3장| 대파 1개| 달걀 2개| 식용유 or 올리브유 약간| 간장 1스푼,"김치,베이컨,대파,달걀,식용유"
떡꼬치,[재료] 떡볶이떡 15개 [양념] 케찹 3T| 고추장 2T| 미림 2T| 올리고당 2T| 설탕 1T| 진간장 1T| 다진마늘 1T| 다진땅콩 약간| 참기름 1T| 후춧가루 톡톡 3번,떡볶이떡
새우볶음밥,[재료] 칵테일 새우 4개| 밥 1공기| 계란 2개| 다진파 약간| 소금| 후추 약간| 굴소스 1큰술| 참기름 약간| 샐러드채소 약간,"칵테일새우,밥,계란,다진파,소금,후추,굴소스,참기름,샐러드채소"
라면,[재료] 라멘 생면(or건면) 1인분 [국물 재료] 물 400ml| 치킨스탁 파우더 1t(or 닭육수 400ml)| 마늘 1/2t| 생강 1/2t| 간장 1/2t| 설탕 1t| 참기름 1t| 미소 1T [토핑용 고기볶음 재료] 돼지고기 간 것 150g| 미소 1t| 두반장 1t| 설탕 1t| 물 1/4컵(4T)| 생강 1/2t,"라멘생면,치킨스탁파우더,마늘,생강,간장,설탕,참기름,미소,미소,두반장,설탕,물,생강"
콩나물무침,[재료] 콩나물 300g| 당근 약간| 소금 1작은술| 물 2컵 [양념] 고춧가루 1.5T| 다진마늘 0.5T| 참기름 1T| 다진파 1줌| 꽃소금 1T| 통깨 약간,"콩나물,당근,소금,물"
콩나물국,[재료] 콩나물| 대파 [양념] 다진마늘| 소금| 후추,"콩나물,대파"
김치찌개,[재료] 자세한 재료는 본문내용에서| 확인 해 보실 수 있습니다.,"자세한재료는본문내용에서,확인해보실수있습니다"
김밥,[재료] 김밥김 5장| 밥 5공기| 햄 5개| 맛살5개| 계란 5개| 당근 1개| 시금치 1/2단| 단무지 5개| 다시마 1조각 [양념] 볶은소금| 들기름| 식용유 적당량,"김밥김,밥,햄,맛살,계란,당근,시금치,단무지,다시마"
계란말이,[재료] 계란 5개| 김 1장| 당근 20g| 브로콜리 20g| 소금 1티스푼| 맛술 1스푼| 기름 약간,"계란,김,당근,브로콜리,소금,맛술,기름"
도라지무침,[재료] 도라지 2줌| 오징어채 1/2줌 [양념] 고추장 2스푼| 고춧가루 2스푼| 설탕 2스푼| 식초 3스푼| 매실액 1스푼| 마늘다진것 1스푼| 후춧가루 약간| 부순깨 1스푼| 참기름 1스푼,"도라지,오징어채"
나박김치,[재료] 배추 속대 200g| 무 작은것 1개| 실파 5줄기정도| 고춧가루 2+1/2큰술| 소금 1큰술 [김치국물 양념] 물 10컵| 고춧가루 4큰술| 소금 2큰술| 설탕 2+1/2큰술| 마늘 1큰술| 생강 1톨,"배추속대,무,실파,고춧가루,소금,고춧가루,소금,설탕,마늘,생강"
콩나물무침,[재료] 콩나물 100g [양념] 다진파 1ts| 다진 마늘 1/2ts| 참기름 1/2ts| 소금 약간| 통깨 약간| 고춧가루 1ts,콩나물
고등어조림,[재료] 고등어 2마리| 양파 1/2개| 어슷썬파 적당량 [무조림 육수] 무 1/4개| 물 5컵(종이컵)(1000c)| 다시마 1장| 양파 1/4개| 굵은 소금 1/2T| 후추 1/4T| 진간장 2T [양념] 간장 3T| 소주 1T| 물엿 1T| 멸치액젓 1T| 청양고추 3개| 양파 1/2개| 간 마늘 1T| 생강 1/3T| 청양고춧가루 3T| 고춧가루 3T| 후추 1/4T| 고추장 1/2T,"고등어,양파,어슷썬파무,물,다시마,양파,굵은소금,후추,진간장"
순두부찌개,[재료] 순두부 1봉| 식용유 1큰술| 양파 1/4개이상| 3311양념장 1큰술| 무+버섯+호박 냉장고 사정껏 조금씩| 소금/국간장/액젓 부족한간만큼| 파 약간| 계란 1개| 다시육수(또는 물) 1컵이내 [3311양념장] 다시육수(또는 물) 3| 고춧가루 3| 액젓(또는 국간장) 1| 다진마늘 1,"순두부,식용유,양파,,무버섯호박냉장고사정껏씩,소금"
전복죽,[재료] 전복 2마리| 불린 쌀 1컵| 새송이버섯 1개| 대파 1뿌리 [양념] 참기름 2T| 맛술 1T| 소금 2t| 참깨 1t| 물 3컵(600ml)| 후추 1/3t,"전복,불린쌀,새송이버섯,대파"
쫄면,[재료] 쫄면 2인분| 계란 1개| 오이 20g| 당근 20g| 상추 30g [양념] 고추장 3T| 고춧가루 1T| 올리고당 2T| 식초 1T| 설탕 1T| 매실액기스 2T| 깨 1T,"쫄면,계란,오이,당근,상추"
